k1             a1             c1             k2             a2             c2             k3             a3             c3             gamma1         gamma2         LogPost        b1             b2             b3             
    0.18183E+00   0.393609E+01     0.1516E+01   0.340863E+00   0.123891E+02   0.166016E+01   0.878605E+00     0.9535E+01   0.163524E+01   0.634741E-02   0.225209E-01   0.699701E+02    0.18183E+00    0.24735E+00   0.878605E+00
   0.178222E+00   0.353226E+01   0.149644E+01   0.316323E+00   0.111981E+02   0.166815E+01   0.875777E+00   0.159733E+02   0.164522E+01    0.79633E-02   0.348233E-01   0.660344E+02   0.178222E+00   0.231539E+00   0.875777E+00
   0.180783E+00   0.410884E+01   0.153626E+01   0.342169E+00   0.121364E+02   0.164746E+01   0.885567E+00   0.162332E+02   0.169247E+01   0.884878E-02   0.294539E-01   0.693705E+02   0.180783E+00   0.247584E+00   0.885567E+00
   0.171014E+00   0.353072E+01   0.150794E+01   0.335961E+00   0.122237E+02   0.169045E+01   0.945442E+00   0.115369E+02   0.165982E+01   0.845719E-02   0.307902E-01   0.686582E+02   0.171014E+00   0.239846E+00   0.945442E+00
    0.16609E+00   0.362005E+01    0.15603E+01   0.323409E+00   0.107993E+02    0.16443E+01   0.845504E+00   0.114937E+02   0.161151E+01   0.258322E-02   0.800074E-01   0.611209E+02    0.16609E+00   0.234462E+00   0.845504E+00
   0.176612E+00   0.391733E+01   0.152199E+01   0.336016E+00   0.121346E+02   0.167468E+01    0.10248E+01   0.170433E+02   0.165755E+01   0.912843E-02   0.331251E-01   0.668037E+02   0.176612E+00   0.240076E+00    0.10248E+01
   0.178332E+00   0.417966E+01   0.154262E+01   0.337564E+00   0.117447E+02   0.167336E+01   0.961671E+00   0.168771E+02   0.164382E+01   0.401618E-02   0.376341E-01   0.684475E+02   0.178332E+00   0.238428E+00   0.961671E+00
   0.178539E+00   0.397484E+01   0.151358E+01   0.342176E+00   0.125419E+02   0.165662E+01   0.871446E+00    0.95851E+01   0.161074E+01   0.464557E-02   0.249588E-01   0.649449E+02   0.178539E+00   0.246562E+00   0.871446E+00
   0.176937E+00   0.389785E+01   0.154368E+01   0.341205E+00   0.132144E+02   0.167634E+01   0.882257E+00   0.172386E+02    0.16444E+01   0.560841E-02   0.472628E-01   0.695743E+02   0.176937E+00   0.249724E+00   0.882257E+00
   0.179918E+00   0.371755E+01   0.148836E+01   0.340834E+00   0.124531E+02   0.170751E+01   0.876241E+00   0.134881E+02   0.170956E+01   0.461043E-02    0.45198E-01   0.684128E+02   0.179918E+00   0.240614E+00   0.876241E+00
   0.183687E+00   0.440108E+01   0.155505E+01   0.340123E+00   0.120981E+02   0.164449E+01   0.898407E+00   0.129092E+02   0.164011E+01   0.380632E-02   0.276921E-01   0.660683E+02   0.183687E+00    0.24656E+00   0.898407E+00
   0.177558E+00   0.413591E+01   0.155129E+01   0.337381E+00   0.122038E+02   0.165744E+01   0.904166E+00   0.151673E+02   0.166937E+01   0.655351E-02   0.350567E-01   0.704816E+02   0.177558E+00   0.243816E+00   0.904166E+00
    0.16712E+00    0.33794E+01   0.154677E+01    0.33278E+00   0.126427E+02   0.167357E+01      0.897E+00   0.149608E+02   0.167688E+01   0.173082E-02   0.590658E-01   0.710389E+02    0.16712E+00   0.246483E+00      0.897E+00
   0.169986E+00   0.323665E+01   0.151697E+01   0.325957E+00    0.12364E+02   0.165145E+01   0.844526E+00   0.127752E+02   0.166833E+01    0.16137E-02   0.553967E-01   0.710478E+02   0.169986E+00   0.245364E+00   0.844526E+00
   0.175128E+00   0.344932E+01   0.150475E+01   0.337339E+00   0.129862E+02   0.168469E+01   0.980869E+00   0.120553E+02    0.16329E+01   0.378521E-02   0.177651E-01   0.674676E+02   0.175128E+00   0.247659E+00   0.980869E+00
   0.170942E+00   0.311369E+01   0.150045E+01   0.317647E+00    0.11645E+02   0.169346E+01   0.970457E+00   0.867473E+01   0.167414E+01   0.188582E-02    0.55641E-01   0.714038E+02   0.170942E+00   0.233862E+00   0.970457E+00
   0.170647E+00   0.366593E+01   0.155522E+01   0.337032E+00   0.130825E+02   0.167245E+01   0.882881E+00   0.105507E+02    0.17203E+01   0.271048E-02   0.481135E-01   0.690858E+02   0.170647E+00   0.248856E+00   0.882881E+00
   0.165682E+00   0.302513E+01   0.151897E+01   0.324352E+00   0.121376E+02   0.165672E+01   0.934784E+00    0.15984E+02   0.164534E+01   0.357926E-02   0.566486E-01   0.704535E+02   0.165682E+00   0.244412E+00   0.934784E+00
   0.165114E+00   0.334242E+01   0.151906E+01   0.330597E+00   0.118292E+02   0.165877E+01   0.100111E+01   0.150151E+02   0.169173E+01   0.569553E-02   0.487004E-01   0.652343E+02   0.165114E+00   0.240719E+00   0.100111E+01
   0.165654E+00   0.310026E+01   0.152558E+01   0.320431E+00   0.113363E+02   0.167807E+01   0.988718E+00   0.124492E+02   0.166092E+01   0.287255E-02   0.502436E-01   0.700389E+02   0.165654E+00   0.235748E+00   0.988718E+00
   0.168779E+00   0.299608E+01   0.151359E+01   0.315968E+00   0.115925E+02   0.169194E+01    0.92567E+00    0.11913E+02   0.163416E+01   0.242621E-02   0.401697E-01   0.693478E+02   0.168779E+00   0.235006E+00    0.92567E+00
   0.171043E+00   0.366031E+01   0.155485E+01   0.331623E+00   0.130387E+02   0.167391E+01   0.917208E+00   0.117523E+02   0.167913E+01   0.101056E-02   0.521382E-01   0.684028E+02   0.171043E+00      0.246E+00   0.917208E+00
   0.166839E+00   0.354854E+01   0.155963E+01   0.337184E+00   0.139775E+02    0.16597E+01    0.86365E+00   0.174218E+02   0.163823E+01   0.134848E-03   0.642814E-01    0.65085E+02   0.166839E+00   0.254209E+00    0.86365E+00
   0.179191E+00   0.378748E+01   0.151248E+01   0.340022E+00    0.12736E+02    0.16487E+01   0.934803E+00   0.129942E+02   0.166619E+01   0.832606E-02   0.219332E-01   0.711342E+02   0.179191E+00   0.250385E+00   0.934803E+00
   0.171744E+00   0.342053E+01   0.153072E+01    0.31344E+00   0.113417E+02   0.167893E+01   0.911338E+00   0.114093E+02   0.165859E+01   0.920409E-02   0.407959E-01    0.66866E+02   0.171744E+00   0.230988E+00   0.911338E+00
   0.169121E+00   0.286527E+01   0.148019E+01   0.306359E+00   0.108692E+02   0.168679E+01     0.8966E+00    0.10766E+02   0.169227E+01   0.815562E-03   0.864155E-01   0.693947E+02   0.169121E+00   0.226955E+00     0.8966E+00
   0.173215E+00   0.306066E+01   0.148933E+01   0.303501E+00   0.103749E+02   0.168157E+01   0.101937E+01   0.589362E+01   0.170043E+01   0.147008E-02   0.818826E-01    0.62931E+02   0.173215E+00   0.223921E+00   0.101937E+01
   0.174427E+00   0.367627E+01   0.152037E+01   0.337126E+00   0.122973E+02   0.164981E+01   0.845389E+00   0.143448E+02   0.164258E+01   0.533698E-02   0.206796E-01   0.698698E+02   0.174427E+00   0.246886E+00   0.845389E+00
   0.176221E+00   0.366927E+01   0.153134E+01   0.338968E+00   0.128124E+02   0.164655E+01   0.838914E+00   0.136986E+02   0.172589E+01   0.460165E-02   0.548988E-01   0.667038E+02   0.176221E+00   0.252496E+00   0.838914E+00
   0.175384E+00    0.35883E+01   0.151067E+01   0.337059E+00   0.126447E+02   0.173714E+01   0.995142E+00   0.133425E+02   0.167464E+01   0.273748E-02   0.294166E-01   0.648009E+02   0.175384E+00   0.237767E+00   0.995142E+00
   0.177476E+00   0.339635E+01   0.147537E+01   0.331569E+00   0.118721E+02   0.165891E+01   0.807979E+00   0.130883E+02   0.168033E+01   0.468728E-02   0.489929E-01   0.684612E+02   0.177476E+00   0.242442E+00   0.807979E+00
   0.181139E+00   0.372414E+01   0.148185E+01   0.340066E+00   0.128716E+02   0.165939E+01   0.890002E+00   0.124786E+02   0.165574E+01    0.47462E-02   0.543953E-01   0.702423E+02   0.181139E+00   0.248428E+00   0.890002E+00
   0.168715E+00   0.316494E+01   0.150878E+01   0.317108E+00    0.11671E+02   0.169239E+01   0.903545E+00    0.13206E+02   0.165351E+01   0.332024E-02    0.50981E-01   0.713385E+02   0.168715E+00    0.23269E+00   0.903545E+00
   0.177835E+00   0.372226E+01   0.151259E+01   0.338076E+00   0.118486E+02   0.166118E+01    0.10137E+01   0.223089E+02   0.168403E+01   0.586164E-02    0.91226E-02   0.647995E+02   0.177835E+00   0.244062E+00    0.10137E+01
    0.18687E+00   0.427166E+01   0.151447E+01   0.344468E+00   0.133975E+02   0.170183E+01   0.928501E+00   0.126128E+02   0.170107E+01   0.111296E-01   0.135444E-02   0.651756E+02    0.18687E+00   0.245797E+00   0.928501E+00
   0.177039E+00    0.39003E+01   0.151376E+01   0.334167E+00   0.118868E+02   0.169531E+01   0.909312E+00   0.145541E+02   0.168148E+01   0.890827E-02   0.420755E-01   0.677948E+02   0.177039E+00    0.23489E+00   0.909312E+00
   0.180563E+00   0.395894E+01   0.152131E+01   0.325587E+00   0.119131E+02   0.173613E+01   0.911762E+00   0.114373E+02    0.16426E+01   0.353873E-02   0.433996E-01   0.647748E+02   0.180563E+00    0.22795E+00   0.911762E+00
   0.180288E+00   0.422776E+01   0.153029E+01   0.345359E+00   0.116496E+02   0.169079E+01   0.867882E+00    0.88691E+01   0.165266E+01   0.556975E-02   0.818451E-01   0.624603E+02   0.180288E+00   0.237816E+00   0.867882E+00
   0.180107E+00   0.382071E+01   0.149503E+01   0.339564E+00   0.121434E+02    0.16807E+01   0.906916E+00   0.115946E+02   0.170454E+01   0.558471E-02   0.458502E-01   0.704669E+02   0.180107E+00   0.241406E+00   0.906916E+00
   0.174386E+00   0.355678E+01   0.151148E+01   0.334155E+00    0.13389E+02   0.169985E+01   0.100751E+01   0.993138E+01   0.168197E+01   0.378011E-02   0.427714E-01   0.682849E+02   0.174386E+00   0.244394E+00   0.100751E+01
   0.179596E+00   0.383173E+01   0.150222E+01   0.340005E+00   0.131876E+02   0.168255E+01   0.889967E+00    0.13416E+02   0.165399E+01   0.128196E-01   0.155974E-01   0.667634E+02   0.179596E+00   0.246381E+00   0.889967E+00
   0.175237E+00   0.385979E+01   0.155599E+01   0.320714E+00   0.121906E+02   0.170079E+01   0.781669E+00   0.150938E+02   0.167106E+01    0.59096E-02   0.370082E-01   0.620441E+02   0.175237E+00   0.233537E+00   0.781669E+00
   0.164758E+00   0.289215E+01   0.149769E+01   0.316742E+00    0.11726E+02   0.168604E+01   0.876308E+00   0.113055E+02   0.165537E+01   0.547899E-03   0.862869E-01   0.705014E+02   0.164758E+00   0.234964E+00   0.876308E+00
   0.167637E+00   0.280465E+01   0.148049E+01   0.320658E+00   0.115037E+02   0.163453E+01   0.894698E+00   0.179318E+02   0.166794E+01   0.837871E-03   0.683449E-01    0.69838E+02   0.167637E+00   0.243643E+00   0.894698E+00
   0.169725E+00   0.282176E+01   0.148165E+01   0.303271E+00   0.105617E+02   0.169887E+01   0.929077E+00   0.120388E+02   0.168391E+01   0.110659E-02   0.657907E-01   0.690406E+02   0.169725E+00   0.223834E+00   0.929077E+00
   0.169865E+00   0.298828E+01   0.148802E+01   0.326528E+00   0.126524E+02   0.163427E+01   0.100968E+01   0.135911E+02   0.167129E+01   0.889265E-03    0.53066E-01   0.672674E+02   0.169865E+00   0.250056E+00   0.100968E+01
   0.170015E+00   0.364099E+01    0.15658E+01   0.321122E+00   0.120333E+02   0.168607E+01   0.942143E+00   0.987056E+01   0.167646E+01   0.128241E-02   0.663321E-01   0.686634E+02   0.170015E+00   0.236024E+00   0.942143E+00
   0.167692E+00   0.301233E+01   0.152134E+01   0.311664E+00   0.120978E+02   0.170438E+01   0.845521E+00   0.121359E+02   0.164418E+01   0.199955E-02   0.633337E-01   0.694662E+02   0.167692E+00   0.233247E+00   0.845521E+00
   0.171322E+00   0.356989E+01   0.151939E+01   0.334141E+00   0.126994E+02    0.16896E+01   0.845868E+00   0.130021E+02   0.164957E+01   0.129574E-02   0.573241E-01    0.68517E+02   0.171322E+00   0.241899E+00   0.845868E+00
   0.170274E+00   0.340589E+01   0.153761E+01   0.328348E+00   0.120708E+02   0.165268E+01   0.871903E+00   0.135565E+02   0.168785E+01   0.253511E-02   0.419234E-01   0.709257E+02   0.170274E+00   0.244759E+00   0.871903E+00
   0.170731E+00   0.390661E+01   0.158307E+01   0.336744E+00   0.121432E+02   0.161535E+01   0.869847E+00   0.167824E+02   0.162958E+01   0.330592E-02   0.373045E-01    0.65521E+02   0.170731E+00    0.25147E+00   0.869847E+00
   0.170437E+00   0.361142E+01    0.15412E+01   0.340667E+00   0.129369E+02   0.166675E+01   0.901896E+00   0.183663E+02   0.169253E+01   0.101564E-01   0.446255E-01   0.661745E+02   0.170437E+00   0.250202E+00   0.901896E+00
   0.176074E+00   0.372017E+01   0.151112E+01    0.33792E+00   0.123176E+02   0.162765E+01   0.983649E+00   0.140074E+02   0.168212E+01   0.466307E-02   0.382788E-01   0.699908E+02   0.176074E+00   0.249557E+00   0.983649E+00
   0.167978E+00   0.313948E+01   0.153343E+01   0.313134E+00   0.107983E+02   0.166252E+01   0.990912E+00   0.118564E+02   0.167556E+01   0.102196E-02   0.805892E-01   0.696667E+02   0.167978E+00   0.232925E+00   0.990912E+00
   0.168965E+00    0.32387E+01   0.152806E+01   0.324326E+00   0.126482E+02   0.170028E+01   0.943185E+00   0.115452E+02   0.162853E+01   0.261628E-02   0.616432E-01   0.700274E+02   0.168965E+00   0.240134E+00   0.943185E+00
   0.176001E+00   0.324371E+01   0.150001E+01   0.325903E+00   0.119265E+02   0.169072E+01   0.878706E+00   0.764882E+01   0.165848E+01   0.307088E-02   0.533858E-01   0.651577E+02   0.176001E+00   0.239938E+00   0.878706E+00
    0.17124E+00   0.302972E+01   0.149689E+01   0.314714E+00   0.118377E+02    0.17064E+01    0.93974E+00   0.139198E+02   0.165036E+01   0.127979E-02   0.422227E-01   0.696059E+02    0.17124E+00   0.232782E+00    0.93974E+00
   0.170141E+00   0.305355E+01   0.150306E+01   0.314761E+00   0.118892E+02   0.166808E+01   0.907518E+00   0.119205E+02   0.167253E+01   0.144421E-02   0.774093E-01     0.7093E+02   0.170141E+00   0.237243E+00   0.907518E+00
   0.168955E+00   0.326412E+01   0.152544E+01   0.326231E+00   0.111102E+02   0.160606E+01   0.937734E+00    0.14922E+02   0.166777E+01   0.267727E-02   0.469746E-01   0.686717E+02   0.168955E+00   0.245736E+00   0.937734E+00
   0.173822E+00   0.357122E+01   0.151066E+01   0.335689E+00   0.121821E+02   0.170362E+01   0.935552E+00   0.124639E+02   0.169039E+01   0.720321E-02   0.465991E-01    0.68833E+02   0.173822E+00   0.238878E+00   0.935552E+00
   0.180828E+00   0.395618E+01   0.152544E+01   0.339902E+00   0.129883E+02   0.167835E+01   0.935134E+00   0.182757E+02   0.164216E+01   0.815524E-02   0.250627E-01   0.697685E+02   0.180828E+00   0.247277E+00   0.935134E+00
   0.177021E+00   0.343078E+01   0.147917E+01   0.334528E+00   0.118746E+02   0.163548E+01   0.903836E+00   0.139393E+02   0.163393E+01    0.32649E-02   0.502976E-01    0.69959E+02   0.177021E+00   0.246562E+00   0.903836E+00
   0.179789E+00   0.399037E+01   0.150961E+01   0.346345E+00   0.125186E+02   0.167255E+01   0.967549E+00   0.711153E+01   0.164096E+01    0.41857E-02   0.583129E-01    0.66968E+02   0.179789E+00   0.246225E+00   0.967549E+00
   0.176349E+00   0.356494E+01   0.152018E+01   0.332133E+00   0.132273E+02   0.166301E+01   0.940291E+00   0.185891E+02   0.165313E+01   0.534463E-02   0.510906E-01   0.677815E+02   0.176349E+00   0.249057E+00   0.940291E+00
    0.17103E+00   0.335451E+01   0.152766E+01   0.331039E+00   0.125341E+02   0.169356E+01   0.937057E+00   0.163797E+02   0.164099E+01   0.497199E-02   0.279918E-01   0.676927E+02    0.17103E+00   0.243119E+00   0.937057E+00
    0.17568E+00   0.367281E+01   0.152342E+01   0.343226E+00   0.128943E+02   0.161911E+01   0.921637E+00   0.232274E+02    0.16725E+01   0.319225E-02   0.773232E-01   0.640299E+02    0.17568E+00   0.257496E+00   0.921637E+00
   0.179414E+00   0.380408E+01   0.152289E+01   0.339275E+00   0.128982E+02   0.171332E+01   0.871387E+00   0.949115E+01   0.167135E+01   0.115308E-01   0.307613E-01    0.65312E+02   0.179414E+00    0.24317E+00   0.871387E+00
   0.170127E+00   0.332346E+01   0.152697E+01   0.317236E+00    0.11513E+02   0.166263E+01   0.954048E+00    0.16427E+02   0.169126E+01   0.680516E-03   0.779242E-01   0.701193E+02   0.170127E+00   0.235764E+00   0.954048E+00
   0.173643E+00   0.320147E+01   0.148994E+01   0.323369E+00   0.126013E+02   0.169767E+01   0.962722E+00    0.11564E+02   0.166663E+01   0.183905E-02   0.430152E-01   0.697567E+02   0.173643E+00   0.239096E+00   0.962722E+00
   0.169677E+00   0.294381E+01    0.14875E+01   0.318341E+00   0.117921E+02   0.172355E+01   0.102459E+01   0.104727E+02    0.16257E+01   0.185368E-02   0.596065E-01   0.656844E+02   0.169677E+00   0.232063E+00   0.102459E+01
   0.174743E+00   0.367341E+01   0.151623E+01   0.337324E+00   0.120859E+02    0.16491E+01   0.904086E+00   0.874438E+01   0.164188E+01   0.629328E-02    0.37164E-01   0.705515E+02   0.174743E+00   0.245913E+00   0.904086E+00
   0.180691E+00   0.378511E+01   0.148087E+01   0.338733E+00   0.119682E+02    0.16788E+01   0.855882E+00    0.14655E+02   0.169552E+01   0.319528E-02   0.350701E-01   0.669279E+02   0.180691E+00   0.239778E+00   0.855882E+00
   0.170983E+00   0.320447E+01   0.151617E+01   0.319499E+00   0.113977E+02   0.168369E+01   0.842604E+00    0.18653E+02    0.17251E+01   0.111917E-02   0.584836E-01   0.669143E+02   0.170983E+00   0.234993E+00   0.842604E+00
   0.172024E+00   0.345501E+01   0.152303E+01   0.334821E+00   0.130856E+02   0.169812E+01   0.897169E+00   0.168701E+02   0.167232E+01   0.206817E-02   0.466784E-01   0.713722E+02   0.172024E+00   0.245211E+00   0.897169E+00
   0.175574E+00   0.352719E+01   0.151093E+01   0.331567E+00   0.123137E+02   0.168593E+01   0.753637E+00    0.12832E+02   0.163527E+01   0.406895E-02   0.420909E-01   0.660242E+02   0.175574E+00    0.24145E+00   0.753637E+00
   0.171302E+00   0.319058E+01   0.148859E+01   0.323455E+00   0.116645E+02   0.167204E+01   0.101062E+01   0.140765E+02   0.170866E+01   0.256969E-02   0.579189E-01   0.693078E+02   0.171302E+00     0.2373E+00   0.101062E+01
   0.168739E+00   0.318949E+01   0.151162E+01   0.322296E+00   0.117386E+02   0.165809E+01   0.889686E+00   0.594281E+01   0.167376E+01   0.378774E-02   0.428167E-01   0.697609E+02   0.168739E+00   0.239719E+00   0.889686E+00
   0.166514E+00    0.29042E+01   0.149471E+01   0.316128E+00   0.118578E+02   0.166841E+01   0.970134E+00   0.144464E+02   0.169396E+01   0.186848E-02   0.612917E-01    0.71333E+02   0.166514E+00   0.237666E+00   0.970134E+00
    0.17964E+00   0.337397E+01   0.145563E+01   0.327808E+00   0.117227E+02   0.169075E+01   0.100978E+01   0.120585E+02   0.163353E+01   0.104344E-01   0.266512E-01   0.640395E+02    0.17964E+00   0.235303E+00   0.100978E+01
   0.170982E+00    0.33533E+01      0.152E+01   0.310809E+00   0.105413E+02   0.168369E+01    0.10323E+01   0.863341E+01   0.167519E+01   0.745437E-02   0.501366E-01   0.633575E+02   0.170982E+00   0.225061E+00    0.10323E+01
   0.171877E+00   0.357315E+01   0.153766E+01   0.335972E+00   0.128305E+02   0.172536E+01   0.993892E+00   0.260229E+02   0.165349E+01   0.224596E-02   0.792682E-01   0.606622E+02   0.171877E+00   0.240758E+00   0.993892E+00
    0.17774E+00   0.366311E+01   0.151164E+01   0.330351E+00   0.116838E+02   0.167278E+01   0.816204E+00   0.148929E+02   0.165259E+01   0.271593E-02   0.466704E-01   0.683283E+02    0.17774E+00   0.238919E+00   0.816204E+00
   0.163918E+00   0.297634E+01   0.153156E+01   0.313956E+00   0.119444E+02   0.169723E+01   0.870236E+00   0.189643E+02   0.165883E+01   0.283002E-03   0.675672E-01   0.717417E+02   0.163918E+00   0.234331E+00   0.870236E+00
   0.166595E+00   0.335881E+01   0.155244E+01   0.327589E+00   0.123654E+02   0.168382E+01   0.995627E+00   0.181998E+02   0.163591E+01   0.166946E-02   0.378072E-01   0.675505E+02   0.166595E+00   0.241975E+00   0.995627E+00
   0.165075E+00   0.324163E+01   0.154002E+01   0.335331E+00   0.131565E+02   0.166885E+01   0.887915E+00   0.115413E+02   0.170336E+01   0.193398E-02   0.599307E-01   0.686493E+02   0.165075E+00   0.251015E+00   0.887915E+00
   0.180862E+00   0.376304E+01   0.150421E+01   0.338243E+00   0.130054E+02   0.170462E+01   0.898433E+00   0.104913E+02   0.169582E+01   0.420908E-02   0.416264E-01   0.701425E+02   0.180862E+00   0.243748E+00   0.898433E+00
   0.179137E+00   0.386349E+01   0.150821E+01   0.340816E+00   0.124621E+02   0.166922E+01   0.935748E+00   0.130733E+02   0.172417E+01   0.595659E-02   0.351299E-01   0.702485E+02   0.179137E+00   0.245254E+00   0.935748E+00
   0.175105E+00   0.370908E+01   0.151707E+01   0.340459E+00    0.13051E+02   0.163781E+01    0.90455E+00   0.160612E+02   0.170078E+01   0.338274E-02   0.436261E-01   0.695446E+02   0.175105E+00   0.252873E+00    0.90455E+00
   0.178839E+00    0.42283E+01   0.154681E+01   0.341214E+00   0.118469E+02    0.16305E+01   0.102373E+01   0.168679E+02   0.170523E+01   0.925048E-02   0.300808E-01   0.652519E+02   0.178839E+00   0.246454E+00   0.102373E+01
   0.176238E+00   0.327895E+01   0.147165E+01    0.31068E+00   0.106678E+02   0.167591E+01   0.846178E+00   0.173629E+02   0.164734E+01   0.363971E-02   0.662841E-01   0.646186E+02   0.176238E+00   0.225754E+00   0.846178E+00
   0.167617E+00   0.340369E+01   0.154109E+01   0.320405E+00   0.119853E+02   0.171442E+01   0.883894E+00    0.16801E+02   0.168504E+01   0.728083E-02   0.425335E-01   0.669459E+02   0.167617E+00   0.231751E+00   0.883894E+00
   0.174499E+00   0.321086E+01   0.149214E+01   0.316333E+00   0.107607E+02   0.163468E+01   0.815464E+00   0.146506E+02   0.166763E+01   0.358372E-02   0.420298E-01   0.673249E+02   0.174499E+00   0.236082E+00   0.815464E+00
   0.172683E+00   0.348085E+01   0.152782E+01   0.334632E+00   0.135309E+02   0.168423E+01   0.892252E+00   0.169077E+02   0.165479E+01   0.421323E-02   0.587967E-01   0.694378E+02   0.172683E+00   0.248986E+00   0.892252E+00
   0.174948E+00   0.355967E+01   0.151521E+01   0.326288E+00   0.119739E+02   0.168643E+01   0.926435E+00   0.589817E+01    0.16972E+01   0.283132E-02   0.342703E-01   0.682115E+02   0.174948E+00   0.236995E+00   0.926435E+00
   0.163629E+00   0.293497E+01   0.149607E+01   0.317899E+00   0.117157E+02   0.167976E+01   0.934541E+00   0.117473E+02   0.168882E+01   0.941836E-03   0.940449E-01   0.671449E+02   0.163629E+00   0.234883E+00   0.934541E+00
   0.186826E+00    0.35594E+01   0.144567E+01   0.331853E+00   0.116304E+02   0.166109E+01   0.888845E+00    0.14391E+02   0.166083E+01   0.834356E-02   0.946824E-02    0.65063E+02   0.186826E+00   0.240519E+00   0.888845E+00
   0.182657E+00   0.354222E+01   0.148125E+01   0.328809E+00   0.118743E+02   0.165345E+01   0.915831E+00   0.117796E+02   0.166936E+01   0.656841E-02   0.111016E-01   0.669923E+02   0.182657E+00   0.242894E+00   0.915831E+00
   0.171511E+00    0.33372E+01   0.149737E+01    0.32515E+00   0.113991E+02   0.166652E+01   0.883017E+00   0.211408E+02   0.166637E+01   0.203595E-02   0.543552E-01   0.686346E+02   0.171511E+00   0.236241E+00   0.883017E+00
   0.163522E+00   0.285594E+01   0.151102E+01   0.318627E+00   0.125138E+02   0.171184E+01   0.902188E+00   0.171859E+02   0.170622E+01   0.868992E-04    0.98444E-01   0.676618E+02   0.163522E+00   0.237203E+00   0.902188E+00
   0.165889E+00   0.291659E+01    0.15125E+01   0.309139E+00   0.108528E+02    0.16542E+01   0.971922E+00   0.145714E+02   0.172227E+01   0.531176E-02   0.407847E-01   0.667197E+02   0.165889E+00   0.232684E+00   0.971922E+00
   0.167741E+00   0.293794E+01   0.149997E+01   0.317901E+00   0.119635E+02   0.169487E+01   0.857606E+00   0.104376E+02   0.164069E+01   0.116288E-02   0.557051E-01   0.713109E+02   0.167741E+00   0.236346E+00   0.857606E+00
   0.175024E+00   0.312696E+01   0.147814E+01   0.326717E+00   0.131711E+02   0.166096E+01   0.846304E+00   0.120541E+02   0.166426E+01   0.533105E-02   0.517754E-01   0.657208E+02   0.175024E+00    0.24817E+00   0.846304E+00
   0.168635E+00   0.294083E+01   0.150222E+01   0.320847E+00   0.120586E+02   0.167984E+01    0.87574E+00   0.144657E+02   0.164983E+01    0.15358E-02   0.899319E-01   0.686442E+02   0.168635E+00   0.240664E+00    0.87574E+00
   0.167168E+00   0.289346E+01   0.150289E+01   0.304693E+00   0.112381E+02   0.168345E+01   0.975861E+00    0.10695E+02   0.168878E+01   0.334373E-02   0.679558E-01   0.682005E+02   0.167168E+00   0.228704E+00   0.975861E+00
    0.16709E+00   0.333501E+01   0.154112E+01   0.326427E+00   0.120367E+02   0.166786E+01   0.970672E+00   0.135742E+02   0.164815E+01   0.100739E-02   0.515254E-01   0.714771E+02    0.16709E+00   0.241562E+00   0.970672E+00
   0.176918E+00   0.361127E+01   0.152551E+01   0.321916E+00   0.117646E+02   0.166114E+01   0.991833E+00   0.111344E+02   0.164904E+01   0.334072E-02   0.627779E-01   0.684635E+02   0.176918E+00   0.238536E+00   0.991833E+00
    0.16511E+00   0.304828E+01   0.152775E+01   0.324037E+00   0.124559E+02   0.165307E+01   0.941367E+00   0.718455E+01   0.163557E+01   0.390782E-03   0.719592E-01   0.695057E+02    0.16511E+00   0.246063E+00   0.941367E+00
   0.172655E+00   0.310734E+01   0.147202E+01   0.328469E+00   0.122261E+02   0.165219E+01   0.897892E+00   0.157175E+02    0.16641E+01   0.198466E-02    0.92906E-01   0.671803E+02   0.172655E+00   0.245181E+00   0.897892E+00
   0.164195E+00   0.303239E+01   0.152959E+01   0.312263E+00   0.111329E+02   0.166442E+01   0.896017E+00   0.117971E+02   0.167648E+01   0.261593E-02   0.696432E-01    0.70781E+02   0.164195E+00   0.233139E+00   0.896017E+00
   0.168791E+00   0.332339E+01   0.152112E+01   0.336868E+00   0.124718E+02    0.16418E+01    0.10189E+01    0.65707E+01   0.162511E+01   0.609344E-02   0.261491E-01   0.641485E+02   0.168791E+00   0.251241E+00    0.10189E+01
   0.181508E+00    0.33992E+01   0.148324E+01   0.321265E+00   0.118782E+02   0.165858E+01   0.970654E+00   0.175842E+02   0.168009E+01   0.677554E-02   0.471789E-01   0.672087E+02   0.181508E+00   0.240335E+00   0.970654E+00
   0.162627E+00   0.297448E+01   0.154139E+01   0.318433E+00   0.116821E+02   0.166338E+01   0.862946E+00   0.118282E+02   0.168425E+01   0.398039E-02   0.403301E-01   0.690859E+02   0.162627E+00   0.239976E+00   0.862946E+00
   0.164289E+00   0.267296E+01   0.149475E+01   0.306633E+00   0.101496E+02   0.165905E+01   0.919578E+00   0.151046E+02   0.170624E+01   0.319952E-03   0.799683E-01   0.682144E+02   0.164289E+00   0.229381E+00   0.919578E+00
   0.166465E+00   0.275859E+01   0.149083E+01   0.307719E+00   0.118064E+02   0.170724E+01   0.876847E+00   0.145744E+02     0.1661E+01   0.976116E-02   0.465767E-01   0.657942E+02   0.166465E+00    0.23047E+00   0.876847E+00
   0.165838E+00   0.277163E+01   0.150983E+01    0.29683E+00   0.111728E+02   0.167937E+01   0.933878E+00   0.142616E+02   0.165154E+01   0.326751E-02   0.599814E-01   0.650324E+02   0.165838E+00   0.226708E+00   0.933878E+00
